NAMESPACE            NAME                                           READY   STATUS    RESTARTS   AGE     IP            NODE                   NOMINATED NODE   READINESS GATES
default              helloworld-green-6978c87c7c-2ts4t              3/3     Running   0          6m19s   10.244.0.16   kind-3-control-plane   <none>           <none>
default              member-core-operator-56f5b8f76c-c86f2          1/1     Running   0          13m     10.244.0.6    kind-3-control-plane   <none>           <none>
kube-system          coredns-6955765f44-97kbf                       1/1     Running   0          18m     10.244.0.4    kind-3-control-plane   <none>           <none>
kube-system          coredns-6955765f44-jqc2l                       1/1     Running   0          18m     10.244.0.3    kind-3-control-plane   <none>           <none>
kube-system          etcd-kind-3-control-plane                      1/1     Running   0          18m     172.17.0.4    kind-3-control-plane   <none>           <none>
kube-system          kindnet-jqb78                                  1/1     Running   0          18m     172.17.0.4    kind-3-control-plane   <none>           <none>
kube-system          kube-apiserver-kind-3-control-plane            1/1     Running   0          18m     172.17.0.4    kind-3-control-plane   <none>           <none>
kube-system          kube-controller-manager-kind-3-control-plane   1/1     Running   0          18m     172.17.0.4    kind-3-control-plane   <none>           <none>
kube-system          kube-proxy-6lln4                               1/1     Running   0          18m     172.17.0.4    kind-3-control-plane   <none>           <none>
kube-system          kube-scheduler-kind-3-control-plane            1/1     Running   0          18m     172.17.0.4    kind-3-control-plane   <none>           <none>
local-path-storage   local-path-provisioner-58f6947c7-8fg7j         1/1     Running   0          18m     10.244.0.2    kind-3-control-plane   <none>           <none>
metallb-system       controller-65895b47d4-bd9rv                    1/1     Running   0          13m     10.244.0.5    kind-3-control-plane   <none>           <none>
metallb-system       speaker-4wtg5                                  1/1     Running   0          13m     172.17.0.4    kind-3-control-plane   <none>           <none>
nsm-system           wcm-crossconnect-monitor-6845699c87-qxp9q      1/1     Running   0          13m     10.244.0.7    kind-3-control-plane   <none>           <none>
nsm-system           wcm-jaeger-86c548cd44-r9fzt                    1/1     Running   0          13m     10.244.0.8    kind-3-control-plane   <none>           <none>
nsm-system           wcm-nsm-admission-webhook-74c9466775-78tjc     1/1     Running   0          13m     10.244.0.9    kind-3-control-plane   <none>           <none>
nsm-system           wcm-nsm-vpp-forwarder-mlkdp                    1/1     Running   0          13m     172.17.0.4    kind-3-control-plane   <none>           <none>
nsm-system           wcm-nsmgr-bpk6c                                3/3     Running   0          13m     10.244.0.12   kind-3-control-plane   <none>           <none>
nsm-system           wcm-proxy-nsmgr-7694b88585-64ft6               2/2     Running   0          13m     10.244.0.10   kind-3-control-plane   <none>           <none>
wcm-system           vl3-nse-green-754986b89c-77pf9                 1/1     Running   0          7m30s   10.244.0.15   kind-3-control-plane   <none>           <none>
wcm-system           vl3-nse-green-754986b89c-bdxrx                 1/1     Running   0          7m30s   10.244.0.14   kind-3-control-plane   <none>           <none>
wcm-system           wcm-nse-discovery-65df4fbc67-t67v6             1/1     Running   0          13m     10.244.0.11   kind-3-control-plane   <none>           <none>
wcm-system           wcm-nse-operator-5dc4bb578c-5zkbb              1/1     Running   0          12m     10.244.0.13   kind-3-control-plane   <none>           <none>
