==== START logs for container kube-controller-manager of pod kube-system/kube-controller-manager-kind-2-control-plane ====
I0512 15:23:06.273455       1 serving.go:312] Generated self-signed cert in-memory
I0512 15:23:06.819579       1 controllermanager.go:161] Version: v1.17.5
I0512 15:23:06.820693       1 dynamic_cafile_content.go:166] Starting client-ca-bundle::/etc/kubernetes/pki/ca.crt
I0512 15:23:06.820818       1 dynamic_cafile_content.go:166] Starting request-header::/etc/kubernetes/pki/front-proxy-ca.crt
I0512 15:23:06.821613       1 secure_serving.go:178] Serving securely on 127.0.0.1:10257
I0512 15:23:06.821647       1 tlsconfig.go:219] Starting DynamicServingCertificateController
I0512 15:23:06.822233       1 deprecated_insecure_serving.go:53] Serving insecurely on [::]:10252
I0512 15:23:06.822405       1 leaderelection.go:242] attempting to acquire leader lease  kube-system/kube-controller-manager...
E0512 15:23:10.166202       1 leaderelection.go:331] error retrieving resource lock kube-system/kube-controller-manager: endpoints "kube-controller-manager" is forbidden: User "system:kube-controller-manager" cannot get resource "endpoints" in API group "" in the namespace "kube-system"
I0512 15:23:13.189156       1 leaderelection.go:252] successfully acquired lease kube-system/kube-controller-manager
I0512 15:23:13.189362       1 event.go:281] Event(v1.ObjectReference{Kind:"Endpoints", Namespace:"kube-system", Name:"kube-controller-manager", UID:"320e80a7-0998-482c-94a8-75d9b26b8ed3", APIVersion:"v1", ResourceVersion:"177", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kind-2-control-plane_827023df-9c39-48a7-88e9-0bb3397fbd0f became leader
I0512 15:23:13.189450       1 event.go:281] Event(v1.ObjectReference{Kind:"Lease", Namespace:"kube-system", Name:"kube-controller-manager", UID:"1d86021c-c22c-4bcc-9492-99e1ff5c6947", APIVersion:"coordination.k8s.io/v1", ResourceVersion:"178", FieldPath:""}): type: 'Normal' reason: 'LeaderElection' kind-2-control-plane_827023df-9c39-48a7-88e9-0bb3397fbd0f became leader
I0512 15:23:13.462104       1 plugins.go:100] No cloud provider specified.
I0512 15:23:13.463860       1 shared_informer.go:197] Waiting for caches to sync for tokens
I0512 15:23:13.564408       1 shared_informer.go:204] Caches are synced for tokens 
I0512 15:23:13.592922       1 controllermanager.go:533] Started "job"
W0512 15:23:13.592963       1 core.go:246] configure-cloud-routes is set, but no cloud provider specified. Will not configure cloud provider routes.
W0512 15:23:13.592970       1 controllermanager.go:525] Skipping "route"
I0512 15:23:13.593161       1 job_controller.go:143] Starting job controller
I0512 15:23:13.593186       1 shared_informer.go:197] Waiting for caches to sync for job
I0512 15:23:13.640806       1 controllermanager.go:533] Started "persistentvolume-binder"
I0512 15:23:13.640980       1 pv_controller_base.go:294] Starting persistent volume controller
I0512 15:23:13.640993       1 shared_informer.go:197] Waiting for caches to sync for persistent volume
I0512 15:23:13.678245       1 controllermanager.go:533] Started "pvc-protection"
W0512 15:23:13.678277       1 controllermanager.go:525] Skipping "root-ca-cert-publisher"
I0512 15:23:13.678437       1 pvc_protection_controller.go:100] Starting PVC protection controller
I0512 15:23:13.678446       1 shared_informer.go:197] Waiting for caches to sync for PVC protection
I0512 15:23:13.720273       1 controllermanager.go:533] Started "csrsigning"
I0512 15:23:13.720443       1 certificate_controller.go:118] Starting certificate controller "csrsigning"
I0512 15:23:13.720458       1 shared_informer.go:197] Waiting for caches to sync for certificate-csrsigning
I0512 15:23:13.742988       1 controllermanager.go:533] Started "csrapproving"
I0512 15:23:13.743255       1 certificate_controller.go:118] Starting certificate controller "csrapproving"
I0512 15:23:13.743273       1 shared_informer.go:197] Waiting for caches to sync for certificate-csrapproving
I0512 15:23:13.785796       1 controllermanager.go:533] Started "bootstrapsigner"
W0512 15:23:13.785827       1 controllermanager.go:525] Skipping "ttl-after-finished"
I0512 15:23:13.785986       1 shared_informer.go:197] Waiting for caches to sync for bootstrap_signer
I0512 15:23:13.807346       1 controllermanager.go:533] Started "replicationcontroller"
I0512 15:23:13.807507       1 replica_set.go:180] Starting replicationcontroller controller
I0512 15:23:13.807533       1 shared_informer.go:197] Waiting for caches to sync for ReplicationController
