NAMESPACE            NAME                                           READY   STATUS    RESTARTS   AGE     IP            NODE                   NOMINATED NODE   READINESS GATES
istio-system         istio-ingressgateway-5c658595cb-s5mzh          1/1     Running   0          17m     10.244.0.16   kind-1-control-plane   <none>           <none>
istio-system         istio-operator-69678d7cfb-2sfwx                1/1     Running   0          18m     10.244.0.14   kind-1-control-plane   <none>           <none>
istio-system         istiod-85c587c85c-rvhjm                        1/1     Running   0          17m     10.244.0.15   kind-1-control-plane   <none>           <none>
kube-system          coredns-6955765f44-75kbt                       1/1     Running   0          22m     10.244.0.4    kind-1-control-plane   <none>           <none>
kube-system          coredns-6955765f44-h7sww                       1/1     Running   0          22m     10.244.0.3    kind-1-control-plane   <none>           <none>
kube-system          etcd-kind-1-control-plane                      1/1     Running   0          23m     172.17.0.2    kind-1-control-plane   <none>           <none>
kube-system          kindnet-5srkd                                  1/1     Running   0          22m     172.17.0.2    kind-1-control-plane   <none>           <none>
kube-system          kube-apiserver-kind-1-control-plane            1/1     Running   0          23m     172.17.0.2    kind-1-control-plane   <none>           <none>
kube-system          kube-controller-manager-kind-1-control-plane   1/1     Running   0          23m     172.17.0.2    kind-1-control-plane   <none>           <none>
kube-system          kube-proxy-lmc7b                               1/1     Running   0          22m     172.17.0.2    kind-1-control-plane   <none>           <none>
kube-system          kube-scheduler-kind-1-control-plane            1/1     Running   0          23m     172.17.0.2    kind-1-control-plane   <none>           <none>
local-path-storage   local-path-provisioner-58f6947c7-45klp         1/1     Running   0          22m     10.244.0.2    kind-1-control-plane   <none>           <none>
metallb-system       controller-65895b47d4-4tc5v                    1/1     Running   0          18m     10.244.0.12   kind-1-control-plane   <none>           <none>
metallb-system       speaker-f49x8                                  1/1     Running   0          18m     172.17.0.2    kind-1-control-plane   <none>           <none>
spire                spire-agent-8pfhr                              1/1     Running   0          20m     172.17.0.2    kind-1-control-plane   <none>           <none>
spire                spire-server-0                                 2/2     Running   0          20m     10.244.0.5    kind-1-control-plane   <none>           <none>
wcm-system           connectivity-domain-operator-548bcfbd7-qqpjf   1/1     Running   0          18m     10.244.0.13   kind-1-control-plane   <none>           <none>
wcm-system           etcd-operator-84cf6bc5d5-5w4ll                 1/1     Running   0          20m     10.244.0.6    kind-1-control-plane   <none>           <none>
wcm-system           external-dns-849696cb6d-bjf2m                  1/1     Running   0          18m     10.244.0.11   kind-1-control-plane   <none>           <none>
wcm-system           green-689c6795dd-qbh4c                         1/1     Running   0          5m43s   10.244.0.17   kind-1-control-plane   <none>           <none>
wcm-system           green-app-dns-publisher-85c7964589-9dxc6       1/1     Running   0          5m39s   10.244.0.20   kind-1-control-plane   <none>           <none>
wcm-system           green-cd-info-669f849cd4-fx6hq                 1/1     Running   0          5m40s   10.244.0.19   kind-1-control-plane   <none>           <none>
wcm-system           green-wcmd-56f648f664-rj8bc                    1/1     Running   0          5m42s   10.244.0.18   kind-1-control-plane   <none>           <none>
wcm-system           my-coredns-coredns-7d7ccd5547-9hmkh            1/1     Running   0          18m     10.244.0.10   kind-1-control-plane   <none>           <none>
wcm-system           wcm-etcd-cluster-95nztf8gns                    1/1     Running   0          19m     10.244.0.9    kind-1-control-plane   <none>           <none>
wcm-system           wcm-etcd-cluster-ffb5sphj52                    1/1     Running   0          19m     10.244.0.8    kind-1-control-plane   <none>           <none>
wcm-system           wcm-etcd-cluster-xspddnbbcf                    1/1     Running   0          20m     10.244.0.7    kind-1-control-plane   <none>           <none>
